# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1700030422.65954 -4.294943 0.423235 0.006424 -0.044990 0.002497 0.990839 0.127309 0.0001715075 -0.0000042908 -0.0000454197 0.0001877457 0.0000046659 0.0011124235 0.0160425969 0.0027211706 0.0036689930 0.0177294759 0.0005146656 0.0104415468
1700030422.72570 -4.341843 0.447791 0.004966 -0.044767 -0.002361 0.989940 0.134202 0.0001640121 -0.0000037917 -0.0000501045 0.0001607750 -0.0000292412 0.0009414975 0.0160575792 0.0028097012 0.0036626269 0.0176496217 0.0005315231 0.0104557915
1700030422.79185 -4.390344 0.468934 0.013846 -0.042561 -0.006004 0.989744 0.136234 0.0001611499 -0.0000070959 -0.0000281769 0.0001595918 -0.0000347761 0.0009422507 0.0160792950 0.0028877259 0.0036706691 0.0178110486 0.0005274401 0.0104803267
1700030422.85800 -4.417146 0.457815 0.014552 -0.025289 -0.008381 0.989402 0.142740 0.0001571805 -0.0000060112 -0.0000117957 0.0001574529 -0.0000301620 0.0009276271 0.0160913707 0.0029560521 0.0036709998 0.0179877578 0.0005210762 0.0104929000
1700030422.92414 -4.454234 0.459826 0.018892 -0.025754 -0.008258 0.988903 0.146079 0.0001584020 -0.0000051047 -0.0000080326 0.0001590675 -0.0000308985 0.0009333764 0.0160973687 0.0028552130 0.0036793863 0.0181424428 0.0005047598 0.0105096863
1700030422.99027 -4.495664 0.470885 0.019927 -0.028312 -0.008905 0.988408 0.148893 0.0001590612 -0.0000041674 -0.0000118608 0.0001607230 -0.0000321620 0.0009400423 0.0161511145 0.0028197859 0.0037091378 0.0184151376 0.0004692644 0.0105428834
1700030423.05639 -4.564863 0.515691 -0.004333 -0.026228 -0.001292 0.988029 0.152015 0.0001478615 -0.0000083596 -0.0000105784 0.0001473687 -0.0000266866 0.0008467545 0.0160785159 0.0029388223 0.0036639055 0.0182372010 0.0005391685 0.0105260483
1700030423.12250 -4.613489 0.526093 -0.011838 -0.029189 0.007208 0.987742 0.153171 0.0001427834 -0.0000108866 -0.0000156270 0.0001468431 -0.0000054786 0.0008455904 0.0161139518 0.0030823228 0.0036627181 0.0185930209 0.0005397916 0.0105735266
1700030423.18857 -4.651938 0.549275 0.002095 -0.027376 0.008472 0.988011 0.151699 0.0001390460 -0.0000110977 -0.0000137290 0.0001438740 -0.0000106887 0.0008453026 0.0161207044 0.0030904318 0.0036637638 0.0188024144 0.0005364450 0.0105855737
1700030423.25479 -4.701618 0.563502 0.003142 -0.027846 0.006589 0.987902 0.152416 0.0001378741 -0.0000108588 -0.0000121835 0.0001422587 -0.0000111228 0.0008417137 0.0161417996 0.0031685028 0.0036669415 0.0189638579 0.0005352241 0.0106016790
1700030423.32100 -4.754454 0.572709 -0.002912 -0.030270 -0.001529 0.987780 0.152881 0.0001376161 -0.0000101708 -0.0000169826 0.0001420778 -0.0000271375 0.0008383284 0.0161495468 0.0031881816 0.0036705457 0.0192672680 0.0005306091 0.0106313824
1700030423.38720 -4.802925 0.577023 -0.001210 -0.029839 -0.007209 0.987677 0.153468 0.0001373119 -0.0000101982 -0.0000136134 0.0001414323 -0.0000329875 0.0008354858 0.0161589435 0.0032307385 0.0036722453 0.0194767522 0.0005267742 0.0106539451
1700030423.45340 -4.840868 0.586284 0.003339 -0.017963 -0.009773 0.987505 0.156256 0.0001387753 -0.0000105648 0.0000023551 0.0001411929 -0.0000374924 0.0008355203 0.0161757092 0.0032274893 0.0036839254 0.0196966048 0.0005167957 0.0106815479
1700030423.51958 -4.877752 0.598719 -0.011470 -0.010826 -0.011464 0.986687 0.161864 0.0001397898 -0.0000118136 0.0000111649 0.0001422710 -0.0000382829 0.0008350559 0.0162075464 0.0032911409 0.0036877990 0.0198494695 0.0005352356 0.0107134314
1700030423.58576 -4.922903 0.616987 -0.010575 -0.010789 -0.013030 0.986319 0.163975 0.0001380869 -0.0000111555 0.0000127914 0.0001435858 -0.0000395888 0.0008407697 0.0162799932 0.0033140395 0.0037192111 0.0200780077 0.0005125823 0.0107539692
1700030423.63992 -4.963881 0.636718 -0.011350 -0.011106 -0.007519 0.985949 0.166507 0.0001383106 -0.0000107430 0.0000106223 0.0001437868 -0.0000311782 0.0008468128 0.0163786035 0.0033526311 0.0037688335 0.0203238676 0.0004851019 0.0108005075
1700030423.70605 -5.025869 0.667878 -0.015857 -0.010128 -0.003484 0.984839 0.173137 0.0001388279 -0.0000108410 0.0000114019 0.0001414004 -0.0000256626 0.0008526213 0.0163121144 0.0034841179 0.0037118099 0.0205746358 0.0005182918 0.0107845395
1700030423.77218 -5.078887 0.685997 -0.005553 -0.013702 -0.001412 0.982351 0.186538 0.0001395577 -0.0000105250 0.0000050883 0.0001415976 -0.0000232587 0.0008567962 0.0163672180 0.0035692021 0.0037417878 0.0209421049 0.0005003591 0.0108318452
1700030423.83829 -5.099505 0.694376 0.012995 -0.006957 0.002506 0.981131 0.193202 0.0001249326 0.0000019311 0.0000069114 0.0001266863 -0.0000076324 0.0008174731 0.0162740377 0.0036579093 0.0036791976 0.0210332554 0.0005286387 0.0108066812
1700030423.90440 -5.147059 0.705166 0.007678 -0.013573 -0.005276 0.981130 0.192800 0.0001239101 0.0000039269 -0.0000007838 0.0001256589 -0.0000192144 0.0008157661 0.0163010940 0.0036565559 0.0037022329 0.0211241782 0.0005227252 0.0108295401
1700030423.97050 -5.196542 0.714660 0.004593 -0.014481 -0.010610 0.981798 0.189075 0.0001190071 0.0000066928 0.0000009994 0.0001221588 -0.0000237429 0.0007849879 0.0162879067 0.0036962890 0.0036889703 0.0212524021 0.0005319522 0.0108411620
1700030424.03660 -5.229500 0.729673 0.015810 -0.011643 -0.014880 0.981202 0.192058 0.0001177876 0.0000080633 0.0000028925 0.0001213621 -0.0000284036 0.0007796993 0.0162906766 0.0037528730 0.0036821552 0.0214534479 0.0005322370 0.0108535074
1700030424.10268 -5.266673 0.749730 0.020007 -0.002758 -0.007586 0.980115 0.198268 0.0001158449 0.0000088815 0.0000126463 0.0001197389 -0.0000148436 0.0007760662 0.0163071206 0.0038086575 0.0036858217 0.0215529057 0.0005315745 0.0108658399
1700030424.16876 -5.311419 0.768253 0.013847 -0.007239 -0.006955 0.979195 0.202674 0.0001112314 0.0000090993 0.0000039914 0.0001167327 -0.0000160171 0.0007526579 0.0163066315 0.0038622054 0.0036746831 0.0217080623 0.0005308099 0.0108774671
1700030424.23489 -5.354799 0.793334 0.008402 -0.010068 -0.000684 0.978483 0.206079 0.0001094995 0.0000102327 -0.0000023865 0.0001161429 -0.0000079736 0.0007527373 0.0163353855 0.0039502643 0.0036760359 0.0219766563 0.0005278283 0.0109062920
1700030424.30107 -5.392578 0.815719 0.016618 -0.002571 0.000878 0.977185 0.212371 0.0001071208 0.0000099444 0.0000069969 0.0001123961 -0.0000020651 0.0007231062 0.0163482130 0.0040049782 0.0036733955 0.0220392194 0.0005283851 0.0109205324
1700030424.36725 -5.436467 0.827494 0.025110 -0.013371 0.013156 0.977067 0.212106 0.0001047123 0.0000095261 -0.0000109175 0.0001107892 0.0000083744 0.0007116238 0.0163613064 0.0040579442 0.0036771575 0.0222188402 0.0005266332 0.0109410511
1700030424.43341 -5.479398 0.837381 0.027426 -0.010632 0.014392 0.977695 0.209265 0.0001034812 0.0000102420 -0.0000095835 0.0001103687 0.0000117129 0.0007042437 0.0163674535 0.0040849514 0.0036797378 0.0224083187 0.0005271794 0.0109599825
1700030424.49957 -5.527113 0.849646 0.021416 -0.014812 0.008674 0.978014 0.207832 0.0001020049 0.0000107808 -0.0000125359 0.0001093405 0.0000032551 0.0006959435 0.0163719439 0.0041207881 0.0036779101 0.0226310277 0.0005269489 0.0109834351
1700030424.56572 -5.574801 0.867282 0.016363 -0.015108 0.002307 0.978176 0.207213 0.0000993221 0.0000094047 -0.0000117175 0.0001042078 -0.0000049640 0.0006688689 0.0163768767 0.0041596043 0.0036749924 0.0227975592 0.0005267094 0.0110075041
1700030424.63187 -5.610939 0.892025 0.028565 -0.012822 -0.002017 0.976990 0.212890 0.0000983707 0.0000098368 -0.0000066929 0.0001033980 -0.0000089785 0.0006590774 0.0163966244 0.0042203628 0.0036786622 0.0229358724 0.0005262779 0.0110270858
1700030424.69800 -5.645691 0.916745 0.033837 -0.002019 -0.001811 0.975666 0.219247 0.0000972821 0.0000100836 0.0000063184 0.0001032957 -0.0000024904 0.0006569158 0.0164308249 0.0043118190 0.0036859141 0.0230751156 0.0005237317 0.0110475094
1700030424.76413 -5.689540 0.940229 0.028556 -0.005613 -0.006311 0.974342 0.224913 0.0000966458 0.0000104333 0.0000035004 0.0001034637 -0.0000090179 0.0006566379 0.0164638042 0.0043972082 0.0036876563 0.0232947779 0.0005216139 0.0110745537
1700030424.83025 -5.726434 0.970849 0.025874 -0.005538 -0.007979 0.971371 0.237369 0.0000953404 0.0000107209 0.0000029324 0.0001029002 -0.0000101899 0.0006500218 0.0164868783 0.0044970355 0.0036799356 0.0235303667 0.0005196806 0.0110949309
1700030424.89636 -5.770923 0.993288 0.024889 -0.009231 0.000119 0.969278 0.245794 0.0000925135 0.0000095179 -0.0000044468 0.0001000849 -0.0000038410 0.0006419045 0.0165147847 0.0046180651 0.0036760930 0.0237018503 0.0005242346 0.0111101654
1700030424.96246 -5.814996 1.010264 0.030101 -0.014241 0.004417 0.968228 0.249624 0.0000914668 0.0000094017 -0.0000111903 0.0000989283 -0.0000013210 0.0006377865 0.0165258025 0.0046680650 0.0036788912 0.0239178792 0.0005248681 0.0111312748
1700030425.02856 -5.859103 1.015174 0.040592 -0.007595 0.010982 0.968535 0.248520 0.0000904395 0.0000093985 -0.0000074353 0.0000979940 0.0000058678 0.0006330141 0.0165366596 0.0047145463 0.0036822875 0.0241097615 0.0005244490 0.0111523140
1700030425.09465 -5.899381 1.036046 0.041616 -0.010776 0.012476 0.967846 0.251004 0.0000910237 0.0000096642 -0.0000093054 0.0000984608 0.0000085243 0.0006343853 0.0165511687 0.0047545221 0.0036917843 0.0243860940 0.0005187962 0.0111854373
1700030425.16073 -5.955641 1.054157 0.024687 -0.024230 0.000663 0.967155 0.253030 0.0000903384 0.0000104095 -0.0000185328 0.0000974958 -0.0000038607 0.0006302661 0.0165703925 0.0048402736 0.0036813761 0.0245959055 0.0005243641 0.0111998367
1700030425.22703 -5.995103 1.079174 0.029479 -0.021908 -0.003651 0.966660 0.255100 0.0000877372 0.0000088679 -0.0000173330 0.0000945502 -0.0000105959 0.0006239882 0.0165893692 0.0049215211 0.0036781174 0.0249020198 0.0005242979 0.0112316141
1700030425.30825 -6.034753 1.091007 0.045465 -0.018909 -0.007637 0.965602 0.259222 0.0000864040 0.0000087209 -0.0000157597 0.0000940005 -0.0000154786 0.0006219423 0.0166292659 0.0050228266 0.0036879765 0.0250828011 0.0005191008 0.0112570928
1700030425.37566 -6.068007 1.110764 0.050190 -0.018441 -0.005117 0.964068 0.264964 0.0000857980 0.0000088744 -0.0000151934 0.0000939843 -0.0000142807 0.0006197164 0.0166351226 0.0050408649 0.0036940061 0.0252281075 0.0005182164 0.0112714625
1700030425.44308 -6.105039 1.145045 0.042714 -0.022129 -0.000385 0.962771 0.269412 0.0000848979 0.0000089490 -0.0000182447 0.0000936608 -0.0000090645 0.0006069693 0.0166609935 0.0051168573 0.0036935822 0.0253603755 0.0005177147 0.0112912169
1700030425.51051 -6.148380 1.179882 0.032360 -0.024399 0.002168 0.961586 0.273409 0.0000839046 0.0000085670 -0.0000200772 0.0000917983 -0.0000054663 0.0006012012 0.0166959471 0.0052393254 0.0036888947 0.0255516827 0.0005165748 0.0113113852
1700030425.57796 -6.188189 1.199512 0.039030 -0.026322 0.018620 0.960998 0.274669 0.0000840745 0.0000076389 -0.0000271739 0.0000919545 0.0000098615 0.0005996114 0.0167382467 0.0053640063 0.0036862538 0.0258087460 0.0005146218 0.0113396858
1700030425.64542 -6.224760 1.228027 0.042398 -0.019593 0.019451 0.961200 0.274468 0.0000833084 0.0000077282 -0.0000196199 0.0000919094 0.0000124291 0.0005999214 0.0167537162 0.0054172314 0.0036926300 0.0260266432 0.0005126053 0.0113615135
1700030425.71289 -6.268626 1.246204 0.038139 -0.022756 0.012727 0.961419 0.273849 0.0000832933 0.0000074362 -0.0000215011 0.0000915855 0.0000048762 0.0006018106 0.0167906348 0.0055285875 0.0036901947 0.0262771946 0.0005128612 0.0113868344
1700030425.76708 -6.310853 1.268666 0.033632 -0.029638 0.006576 0.961177 0.274258 0.0000826509 0.0000078751 -0.0000245976 0.0000911330 -0.0000048929 0.0005992493 0.0168057020 0.0055847299 0.0036894882 0.0264991919 0.0005162062 0.0114090456
1700030425.83454 -6.357613 1.302340 0.034556 -0.024277 0.001098 0.960352 0.277728 0.0000814234 0.0000079537 -0.0000180989 0.0000912746 -0.0000092404 0.0005985159 0.0168464790 0.0057008282 0.0036984069 0.0267678887 0.0005145349 0.0114445567
1700030425.90202 -6.378423 1.330797 0.044725 -0.007515 0.000466 0.958921 0.283573 0.0000804807 0.0000079149 -0.0000011507 0.0000912551 -0.0000049916 0.0005983889 0.0168955459 0.0058410257 0.0036929027 0.0269941798 0.0005157207 0.0114631917
1700030425.96950 -6.414528 1.353961 0.044867 -0.006526 -0.003774 0.957691 0.287701 0.0000797412 0.0000077374 0.0000021508 0.0000911153 -0.0000091719 0.0005980093 0.0169357306 0.0059243082 0.0036984096 0.0271072135 0.0005039329 0.0114813833
1700030426.03700 -6.453141 1.380470 0.040911 -0.006397 -0.005641 0.957030 0.289865 0.0000794873 0.0000079957 0.0000038659 0.0000914988 -0.0000109157 0.0005992707 0.0169797373 0.0060175222 0.0037052073 0.0273661228 0.0004915193 0.0115139730
1700030426.10452 -6.489446 1.413162 0.038539 -0.007523 0.004417 0.955685 0.294262 0.0000778167 0.0000070228 -0.0000006404 0.0000894749 -0.0000020910 0.0005947403 0.0170101651 0.0061608769 0.0036910860 0.0275556413 0.0005172076 0.0115209095
1700030426.17204 -6.527783 1.442143 0.048282 -0.006920 0.006543 0.954453 0.298208 0.0000773296 0.0000071001 -0.0000013457 0.0000894331 -0.0000005730 0.0005952572 0.0170482515 0.0062636592 0.0036936937 0.0277776063 0.0005164815 0.0115437095
1700030426.23882 -6.566843 1.467266 0.052808 -0.006873 0.011883 0.954589 0.297608 0.0000768785 0.0000072702 -0.0000019207 0.0000893350 0.0000051878 0.0005956178 0.0170884862 0.0063665223 0.0037003734 0.0279874401 0.0005129232 0.0115678168
1700030426.30523 -6.604765 1.491896 0.053490 -0.006140 0.014718 0.954970 0.296275 0.0000763716 0.0000071784 -0.0000028697 0.0000889464 0.0000063775 0.0005955673 0.0171276593 0.0064722494 0.0037006959 0.0282468799 0.0005126667 0.0115970236
1700030426.37142 -6.649005 1.518743 0.047204 -0.014616 0.007707 0.954772 0.296880 0.0000759209 0.0000070324 -0.0000084071 0.0000882798 -0.0000031874 0.0005954651 0.0171617466 0.0065747818 0.0036995476 0.0285121328 0.0005140936 0.0116227338
1700030426.43760 -6.692679 1.543193 0.044382 -0.011873 0.004614 0.955496 0.294729 0.0000753376 0.0000069053 -0.0000036724 0.0000878259 -0.0000052174 0.0005957953 0.0172083730 0.0066972272 0.0037002848 0.0287640132 0.0005135937 0.0116499215
1700030426.50378 -6.729889 1.562321 0.053071 -0.014284 -0.007338 0.954489 0.297813 0.0000746056 0.0000066606 -0.0000021000 0.0000879224 -0.0000174955 0.0005945814 0.0172461054 0.0068033893 0.0037015045 0.0289888151 0.0005143257 0.0116732296
1700030426.56995 -6.763750 1.583326 0.059983 -0.008561 -0.003003 0.953321 0.301822 0.0000744111 0.0000070871 0.0000012571 0.0000854216 -0.0000085050 0.0005842436 0.0172790882 0.0068808877 0.0037033118 0.0291224319 0.0005142672 0.0116943586
1700030426.63611 -6.802409 1.608706 0.056014 -0.012820 -0.002853 0.952090 0.305534 0.0000740203 0.0000070536 -0.0000042460 0.0000849959 -0.0000095520 0.0005835231 0.0173143320 0.0069776171 0.0037035751 0.0293584156 0.0005135796 0.0117186013
1700030426.70226 -6.839772 1.642446 0.048901 -0.016827 0.005300 0.950897 0.309003 0.0000728112 0.0000063455 -0.0000108620 0.0000830806 -0.0000034027 0.0005790260 0.0173550722 0.0071018321 0.0036982965 0.0295769088 0.0005163342 0.0117384797
1700030426.76841 -6.878874 1.668956 0.052470 -0.012817 0.005545 0.949830 0.312455 0.0000721346 0.0000060559 -0.0000075310 0.0000823636 -0.0000015849 0.0005787340 0.0174044626 0.0072254557 0.0036991123 0.0297999457 0.0005157889 0.0117626869
1700030426.83455 -6.920254 1.691203 0.060025 -0.017259 0.014899 0.949993 0.311437 0.0000722218 0.0000058459 -0.0000155825 0.0000817579 0.0000059682 0.0005779117 0.0174439992 0.0073343514 0.0037020299 0.0300634459 0.0005147743 0.0117894526
1700030426.90068 -6.961134 1.711191 0.063311 -0.014314 0.017827 0.950729 0.309179 0.0000718404 0.0000057718 -0.0000141537 0.0000812070 0.0000098647 0.0005772375 0.0174760931 0.0074291329 0.0037037409 0.0303303637 0.0005139302 0.0118159641
1700030426.96681 -7.008657 1.732081 0.057981 -0.021111 0.008491 0.950808 0.308942 0.0000718260 0.0000061421 -0.0000175942 0.0000804803 -0.0000007993 0.0005766995 0.0175092588 0.0075264439 0.0037032420 0.0306263753 0.0005135422 0.0118473440
1700030427.03293 -7.052925 1.763342 0.055815 -0.018200 0.001871 0.951352 0.307564 0.0000715244 0.0000066873 -0.0000116656 0.0000804177 -0.0000056241 0.0005698440 0.0175445121 0.0076183192 0.0037053529 0.0308744293 0.0005131570 0.0118818510
1700030427.09904 -7.087584 1.788529 0.065943 -0.020326 -0.010318 0.950287 0.310539 0.0000707639 0.0000068528 -0.0000100816 0.0000807449 -0.0000174984 0.0005653421 0.0176007317 0.0077461668 0.0037109042 0.0311017974 0.0005102446 0.0119123902
1700030427.16514 -7.114906 1.817164 0.070221 -0.010278 -0.006441 0.948593 0.316267 0.0000704028 0.0000066214 -0.0000013356 0.0000801938 -0.0000097897 0.0005648386 0.0176557080 0.0078632589 0.0037137801 0.0312585532 0.0005079520 0.0119318251
1700030427.23124 -7.151200 1.844570 0.065720 -0.011779 -0.006356 0.947291 0.320095 0.0000704022 0.0000068207 -0.0000025094 0.0000804006 -0.0000101979 0.0005646654 0.0177112527 0.0079803870 0.0037138918 0.0314535468 0.0005055997 0.0119569451
1700030427.29739 -7.187152 1.879402 0.059092 -0.011304 -0.003079 0.946067 0.323759 0.0000699878 0.0000068945 -0.0000021982 0.0000802277 -0.0000067375 0.0005613524 0.0177730143 0.0081047623 0.0037167415 0.0316742016 0.0005057569 0.0119874051
1700030427.36359 -7.223385 1.914930 0.062188 -0.009996 0.002964 0.944451 0.328485 0.0000693550 0.0000068113 -0.0000031014 0.0000797036 -0.0000007483 0.0005583078 0.0178288486 0.0082641721 0.0037108969 0.0318945089 0.0005090436 0.0120070171
1700030427.42978 -7.263861 1.939428 0.068188 -0.015465 0.013187 0.944083 0.329081 0.0000693918 0.0000068237 -0.0000116802 0.0000797921 0.0000078624 0.0005568039 0.0178905291 0.0084044598 0.0037153645 0.0321342494 0.0005089203 0.0120352838
1700030427.49596 -7.301494 1.964574 0.069611 -0.011062 0.015540 0.945245 0.325803 0.0000691985 0.0000071208 -0.0000084669 0.0000797053 0.0000108593 0.0005551796 0.0179240948 0.0084961874 0.0037171140 0.0323799535 0.0005094371 0.0120603475
1700030427.56214 -7.343977 1.991610 0.064583 -0.016651 0.013191 0.945494 0.324947 0.0000691973 0.0000073572 -0.0000121740 0.0000796296 0.0000077833 0.0005536797 0.0179742329 0.0086170415 0.0037149142 0.0326509040 0.0005099162 0.0120912527
1700030427.62831 -7.389299 2.016224 0.065879 -0.020236 0.007058 0.946286 0.322620 0.0000695721 0.0000077512 -0.0000140407 0.0000793187 0.0000006956 0.0005535185 0.0180341316 0.0087555616 0.0037147450 0.0329638589 0.0005102475 0.0121269276
1700030427.69448 -7.424286 2.044153 0.078745 -0.021543 -0.004544 0.945373 0.325245 0.0000689021 0.0000078946 -0.0000106783 0.0000794107 -0.0000092826 0.0005514795 0.0180848326 0.0088690291 0.0037277354 0.0331948028 0.0005112454 0.0121613000
1700030427.76063 -7.449002 2.076633 0.079906 -0.007145 -0.001990 0.943999 0.329865 0.0000684455 0.0000077979 0.0000022378 0.0000792182 -0.0000024012 0.0005508340 0.0181464401 0.0089946401 0.0037344030 0.0333586476 0.0005110592 0.0121816689
1700030427.82678 -7.484307 2.111365 0.072226 -0.008600 -0.002646 0.942269 0.334736 0.0000676427 0.0000076659 0.0000004335 0.0000788315 -0.0000028672 0.0005482066 0.0182018540 0.0091367585 0.0037197855 0.0335368969 0.0005100295 0.0121931773
1700030427.89292 -7.518926 2.144686 0.066500 -0.008312 -0.001986 0.941229 0.337662 0.0000672325 0.0000074969 0.0000006502 0.0000786049 -0.0000032851 0.0005467714 0.0182788021 0.0092999539 0.0037176784 0.0337945265 0.0005118259 0.0122268658
1700030427.95906 -7.554836 2.185169 0.066169 -0.008931 0.006913 0.939826 0.341466 0.0000669030 0.0000074588 -0.0000024585 0.0000787302 0.0000047285 0.0005455613 0.0183646120 0.0094697001 0.0037180261 0.0340177185 0.0005119518 0.0122556593
1700030428.02519 -7.591634 2.221364 0.067601 -0.010111 0.013980 0.938793 0.344050 0.0000669436 0.0000075119 -0.0000061244 0.0000791320 0.0000106266 0.0005452051 0.0184461158 0.0096342315 0.0037220111 0.0342622299 0.0005108495 0.0122854807
1700030428.09131 -7.627706 2.230131 0.079815 -0.009993 0.014263 0.938885 0.343790 0.0000670981 0.0000075709 -0.0000070340 0.0000793579 0.0000116732 0.0005453482 0.0185220532 0.0097798570 0.0037285214 0.0345115099 0.0005126410 0.0123247317
1700030428.15742 -7.670731 2.264380 0.078126 -0.012868 0.016016 0.939442 0.342092 0.0000671044 0.0000078269 -0.0000092819 0.0000789469 0.0000121111 0.0005429823 0.0185118593 0.0098030057 0.0037353524 0.0347446511 0.0005111422 0.0123434070
1700030428.22353 -7.716229 2.291055 0.067132 -0.021250 0.008852 0.939494 0.341792 0.0000674690 0.0000080204 -0.0000144876 0.0000789743 0.0000031469 0.0005434055 0.0186182132 0.0100104725 0.0037384753 0.0350995098 0.0005022142 0.0123957808
1700030428.28983 -7.758798 2.325105 0.059204 -0.019512 0.001327 0.939509 0.341965 0.0000673585 0.0000083985 -0.0000094683 0.0000791671 -0.0000028561 0.0005438885 0.0186689457 0.0101448249 0.0037309448 0.0353766836 0.0005101459 0.0124179530
1700030428.35645 -7.774309 2.357294 0.083209 -0.013807 -0.005202 0.938794 0.344162 0.0000671918 0.0000081630 -0.0000033371 0.0000794363 -0.0000068785 0.0005448054 0.0187566225 0.0103266921 0.0037307860 0.0356636371 0.0005112785 0.0124537024
1700030428.42295 -7.817949 2.389286 0.087535 -0.011890 -0.003430 0.936738 0.349814 0.0000672598 0.0000079020 -0.0000018995 0.0000798329 -0.0000044992 0.0005460961 0.0188460621 0.0104657656 0.0037414672 0.0357598626 0.0004915155 0.0124751869
1700030428.48945 -7.845659 2.418797 0.082488 -0.011190 -0.003278 0.934825 0.354916 0.0000657829 0.0000080512 -0.0000021648 0.0000794315 -0.0000058385 0.0005452411 0.0189130700 0.0106498638 0.0037335661 0.0361004174 0.0005076002 0.0124960121
1700030428.55594 -7.876578 2.466085 0.071247 -0.013733 0.004938 0.930346 0.366394 0.0000656481 0.0000078505 -0.0000062743 0.0000801888 0.0000010592 0.0005463295 0.0189997395 0.0108053114 0.0037304852 0.0362760606 0.0005060779 0.0125192845
1700030428.62243 -7.902459 2.525104 0.072046 -0.011455 0.008132 0.921996 0.386945 0.0000647314 0.0000074989 -0.0000052186 0.0000791817 0.0000042002 0.0005428632 0.0191151175 0.0110054103 0.0037279667 0.0364347295 0.0005110876 0.0125450898
1700030428.68892 -7.935027 2.546440 0.091369 -0.012626 0.011745 0.918187 0.395772 0.0000645193 0.0000071925 -0.0000081129 0.0000796909 0.0000079314 0.0005434609 0.0192297764 0.0112059803 0.0037342382 0.0366623700 0.0005054805 0.0125772317
1700030428.75540 -7.964064 2.581513 0.093670 -0.008685 0.017729 0.915184 0.402552 0.0000643330 0.0000071788 -0.0000059842 0.0000800894 0.0000152402 0.0005435948 0.0192776205 0.0113100717 0.0037427252 0.0368640548 0.0005060838 0.0125976037
1700030428.82188 -7.997814 2.610719 0.081558 -0.016170 0.014112 0.911689 0.410320 0.0000644930 0.0000070227 -0.0000112695 0.0000804488 0.0000096476 0.0005447891 0.0193963021 0.0114943943 0.0037479021 0.0371105609 0.0005054798 0.0126479587
1700030428.88836 -8.041780 2.642461 0.077418 -0.017093 0.007231 0.911866 0.410068 0.0000646276 0.0000073412 -0.0000094940 0.0000804715 0.0000031032 0.0005453918 0.0194666998 0.0116362371 0.0037505685 0.0373860606 0.0004988206 0.0126800888
1700030428.95483 -8.041139 2.661951 0.120133 -0.018383 -0.002688 0.909924 0.414358 0.0000644420 0.0000077077 -0.0000079978 0.0000805299 -0.0000064651 0.0005459294 0.0195604071 0.0118022989 0.0037597550 0.0376679141 0.0005004295 0.0127141979
1700030429.02130 -8.058521 2.683185 0.131930 -0.008496 -0.001615 0.904792 0.425766 0.0000643170 0.0000073966 0.0000011214 0.0000812976 -0.0000007773 0.0005474285 0.0196397464 0.0118245883 0.0038017784 0.0375190844 0.0004764807 0.0127156213
1700030429.08777 -8.075365 2.709126 0.139682 -0.009745 -0.005466 0.897877 0.440104 0.0000644097 0.0000069638 0.0000018557 0.0000825160 -0.0000045590 0.0005488858 0.0197795961 0.0118982486 0.0038450281 0.0377781742 0.0004554351 0.0128047357
1700030429.15423 -8.143208 2.756335 0.092105 -0.008885 -0.006680 0.892468 0.450973 0.0000633489 0.0000057197 0.0000033983 0.0000816883 -0.0000066862 0.0005481354 0.0197099287 0.0120868320 0.0037587284 0.0378037148 0.0004940930 0.0126991281
1700030429.22070 -8.168903 2.810875 0.091425 -0.008904 0.005207 0.885543 0.464443 0.0000627580 0.0000053350 -0.0000031036 0.0000818212 0.0000038729 0.0005482300 0.0198800474 0.0124266106 0.0037403538 0.0383943526 0.0005066979 0.0127689701
1700030429.28717 -8.199358 2.850434 0.090677 -0.015767 0.005360 0.879937 0.474798 0.0000629531 0.0000048958 -0.0000093584 0.0000822122 0.0000015274 0.0005493575 0.0200328313 0.0126722425 0.0037449436 0.0386256890 0.0005041116 0.0128010665
1700030429.35391 -8.233848 2.888445 0.092978 -0.017447 0.006395 0.875487 0.482885 0.0000631701 0.0000046624 -0.0000105413 0.0000825292 0.0000015848 0.0005504093 0.0201287056 0.0128362414 0.0037439521 0.0388442304 0.0005032776 0.0128248098
1700030429.42055 -8.261773 2.928990 0.101471 -0.019341 0.008580 0.870662 0.491426 0.0000635348 0.0000043522 -0.0000143834 0.0000828606 0.0000018538 0.0005515312 0.0202558658 0.0130640178 0.0037462437 0.0392305958 0.0004882718 0.0128700994
1700030429.48718 -8.297517 2.963466 0.086522 -0.024610 -0.001354 0.866106 0.499253 0.0000635546 0.0000042270 -0.0000132291 0.0000830609 -0.0000083769 0.0005526096 0.0203771826 0.0132566350 0.0037457905 0.0394206752 0.0004786224 0.0128949965
1700030429.55382 -8.310740 3.008918 0.100788 -0.026694 0.001699 0.861107 0.507720 0.0000618067 0.0000048946 -0.0000165150 0.0000827654 -0.0000069784 0.0005489647 0.0204708614 0.0134059627 0.0037442319 0.0395401226 0.0004970387 0.0129151083
1700030429.62047 -8.321362 3.060104 0.101981 -0.015170 0.012437 0.854213 0.519552 0.0000610968 0.0000036569 -0.0000120543 0.0000827954 0.0000054658 0.0005498182 0.0206079030 0.0135887652 0.0037520828 0.0395270939 0.0005035091 0.0129169873
